Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 4
Decoder hidden units: 32
Decoder layers: 3
Dropout: 0.1
Trainable parameters: 825,442

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
   45 |   0.7838 |     26.712 |   0.9687 |     31.036 |     0.8
   46 |   0.7731 |     26.105 |   0.9795 |     30.821 |     0.8
   47 |   0.7626 |     26.029 |   0.9689 |     30.729 |     0.9
   48 |   0.7596 |     25.796 |   0.9674 |     29.841 |     0.9
   49 |   0.7548 |     25.547 |   0.9631 |     29.841 |     0.9
   50 |   0.7536 |     25.455 |   0.9740 |     30.453 |     0.9
   51 |   0.7356 |     24.789 |   0.9667 |     30.055 |     0.9
   52 |   0.7255 |     24.583 |   0.9776 |     29.688 |     1.0
   53 |   0.7072 |     23.851 |   0.9636 |     30.086 |     1.0
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 32
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 32
Decoder layers: 3
Dropout: 0.2
Trainable parameters: 984,770

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.4184 |     89.364 |   3.3034 |     83.272 |     0.0
    2 |   3.1296 |     83.301 |   2.9385 |     83.333 |     0.1
    3 |   2.8382 |     83.333 |   2.7642 |     83.333 |     0.1
    4 |   2.7026 |     76.365 |   2.6550 |     67.341 |     0.2
    5 |   2.6035 |     67.371 |   2.5602 |     67.004 |     0.2
    6 |   2.5115 |     66.759 |   2.4700 |     66.912 |     0.2
    7 |   2.4318 |     64.234 |   2.3962 |     60.907 |     0.3
    8 |   2.3632 |     61.151 |   2.3266 |     58.824 |     0.3
    9 |   2.3060 |     59.173 |   2.2702 |     58.793 |     0.4
   10 |   2.2512 |     58.431 |   2.2186 |     58.762 |     0.4
   11 |   2.2061 |     57.737 |   2.1732 |     58.824 |     0.5
   12 |   2.1637 |     57.103 |   2.1289 |     58.762 |     0.5
   13 |   2.1222 |     56.925 |   2.0881 |     58.272 |     0.5
   14 |   2.0851 |     56.692 |   2.0524 |     58.456 |     0.6
   15 |   2.0494 |     56.529 |   2.0183 |     54.779 |     0.6
   16 |   2.0158 |     56.204 |   1.9854 |     55.974 |     0.7
   17 |   1.9854 |     55.906 |   1.9536 |     54.565 |     0.7
   18 |   1.9527 |     55.760 |   1.9224 |     53.860 |     0.8
   19 |   1.9224 |     55.180 |   1.8923 |     53.952 |     0.8
   20 |   1.8912 |     53.825 |   1.8628 |     48.529 |     0.8
   21 |   1.8618 |     51.745 |   1.8348 |     48.223 |     0.9
   22 |   1.8371 |     50.287 |   1.8079 |     48.376 |     0.9
   23 |   1.8093 |     49.713 |   1.7794 |     48.346 |     1.0
   24 |   1.7811 |     49.485 |   1.7521 |     48.376 |     1.0
   25 |   1.7535 |     49.355 |   1.7241 |     48.346 |     1.0
   26 |   1.7239 |     49.133 |   1.6980 |     48.346 |     1.1
   27 |   1.7005 |     49.014 |   1.6738 |     48.346 |     1.1
   28 |   1.6768 |     48.819 |   1.6511 |     48.346 |     1.2
   29 |   1.6529 |     48.391 |   1.6308 |     48.346 |     1.2
   30 |   1.6325 |     47.551 |   1.6125 |     45.466 |     1.2
   31 |   1.6151 |     46.814 |   1.5960 |     45.466 |     1.3
   32 |   1.5999 |     46.543 |   1.5811 |     45.466 |     1.3
   33 |   1.5837 |     46.419 |   1.5674 |     45.466 |     1.4
   34 |   1.5700 |     46.288 |   1.5547 |     45.466 |     1.4
   35 |   1.5597 |     46.288 |   1.5437 |     45.466 |     1.5
   36 |   1.5456 |     46.213 |   1.5330 |     45.466 |     1.5
   37 |   1.5372 |     46.110 |   1.5230 |     45.466 |     1.5
   38 |   1.5269 |     46.137 |   1.5135 |     45.466 |     1.6
   39 |   1.5153 |     46.023 |   1.5037 |     45.466 |     1.6
   40 |   1.5075 |     45.958 |   1.4948 |     45.466 |     1.7
   41 |   1.4978 |     45.942 |   1.4871 |     45.435 |     1.7
   42 |   1.4908 |     45.709 |   1.4788 |     45.282 |     1.7
   43 |   1.4850 |     45.590 |   1.4724 |     45.374 |     1.8
   44 |   1.4781 |     45.573 |   1.4667 |     45.159 |     1.8
   45 |   1.4699 |     45.264 |   1.4598 |     44.975 |     1.9
   46 |   1.4614 |     45.324 |   1.4544 |     44.975 |     1.9
   47 |   1.4590 |     45.210 |   1.4484 |     44.884 |     2.0
   48 |   1.4511 |     45.183 |   1.4437 |     44.822 |     2.0
   49 |   1.4469 |     44.896 |   1.4384 |     44.730 |     2.0
   50 |   1.4424 |     44.923 |   1.4327 |     44.485 |     2.1
   51 |   1.4343 |     44.999 |   1.4295 |     44.210 |     2.1
   52 |   1.4286 |     44.923 |   1.4236 |     44.118 |     2.2
   53 |   1.4235 |     44.788 |   1.4184 |     44.485 |     2.2
   54 |   1.4183 |     44.728 |   1.4133 |     44.240 |     2.2
   55 |   1.4127 |     44.685 |   1.4076 |     44.148 |     2.3
   56 |   1.4057 |     44.603 |   1.4033 |     44.301 |     2.3
   57 |   1.4013 |     44.663 |   1.3995 |     44.026 |     2.4
   58 |   1.3948 |     44.603 |   1.3931 |     44.455 |     2.4
   59 |   1.3891 |     44.538 |   1.3868 |     44.210 |     2.4
   60 |   1.3857 |     44.495 |   1.3825 |     43.995 |     2.5
   61 |   1.3800 |     44.419 |   1.3775 |     43.964 |     2.5
   62 |   1.3759 |     44.397 |   1.3724 |     43.995 |     2.6
   63 |   1.3662 |     44.235 |   1.3663 |     43.903 |     2.6
   64 |   1.3631 |     44.246 |   1.3612 |     43.873 |     2.7
   65 |   1.3577 |     43.997 |   1.3569 |     43.566 |     2.7
   66 |   1.3515 |     43.861 |   1.3527 |     43.781 |     2.7
   67 |   1.3466 |     43.693 |   1.3486 |     43.505 |     2.8
   68 |   1.3386 |     43.520 |   1.3426 |     43.352 |     2.8
   69 |   1.3338 |     43.363 |   1.3370 |     43.045 |     2.9
   70 |   1.3304 |     43.227 |   1.3339 |     42.953 |     2.9
   71 |   1.3270 |     43.103 |   1.3293 |     42.433 |     2.9
   72 |   1.3193 |     42.723 |   1.3274 |     42.770 |     3.0
   73 |   1.3151 |     42.620 |   1.3221 |     42.555 |     3.0
   74 |   1.3089 |     42.544 |   1.3180 |     42.310 |     3.1
   75 |   1.3043 |     42.360 |   1.3135 |     42.310 |     3.1
   76 |   1.2954 |     42.208 |   1.3084 |     42.188 |     3.2
   77 |   1.2919 |     42.008 |   1.3082 |     41.759 |     3.2
   78 |   1.2877 |     41.883 |   1.3037 |     41.850 |     3.2
   79 |   1.2861 |     41.965 |   1.3030 |     41.544 |     3.3
   80 |   1.2840 |     41.900 |   1.2979 |     41.636 |     3.3
   81 |   1.2768 |     41.466 |   1.2957 |     41.422 |     3.4
   82 |   1.2770 |     41.645 |   1.2985 |     41.483 |     3.4
   83 |   1.2691 |     41.342 |   1.2880 |     41.422 |     3.4
   84 |   1.2657 |     41.461 |   1.2851 |     41.422 |     3.5
   85 |   1.2624 |     41.266 |   1.2848 |     41.238 |     3.5
   86 |   1.2596 |     41.119 |   1.2812 |     41.299 |     3.6
   87 |   1.2523 |     41.044 |   1.2774 |     40.870 |     3.6
   88 |   1.2488 |     40.924 |   1.2768 |     40.686 |     3.7
   89 |   1.2447 |     40.914 |   1.2710 |     40.625 |     3.7
   90 |   1.2405 |     40.838 |   1.2704 |     40.962 |     3.7
   91 |   1.2359 |     40.621 |   1.2706 |     40.839 |     3.8
   92 |   1.2344 |     40.529 |   1.2664 |     40.809 |     3.8
   93 |   1.2286 |     40.334 |   1.2664 |     41.115 |     3.9
   94 |   1.2237 |     40.437 |   1.2607 |     40.778 |     3.9
   95 |   1.2213 |     40.263 |   1.2602 |     40.778 |     3.9
   96 |   1.2175 |     40.220 |   1.2562 |     40.656 |     4.0
   97 |   1.2144 |     40.133 |   1.2547 |     40.717 |     4.0
   98 |   1.2143 |     39.949 |   1.2511 |     40.717 |     4.1
   99 |   1.2074 |     39.949 |   1.2477 |     40.748 |     4.1
  100 |   1.2072 |     39.727 |   1.2484 |     40.288 |     4.2
  101 |   1.2040 |     39.721 |   1.2476 |     40.717 |     4.2
  102 |   1.1972 |     39.548 |   1.2417 |     40.686 |     4.2
  103 |   1.1962 |     39.694 |   1.2443 |     40.656 |     4.3
  104 |   1.1917 |     39.521 |   1.2414 |     40.227 |     4.3
  105 |   1.1865 |     39.386 |   1.2414 |     40.441 |     4.4
  106 |   1.1836 |     39.234 |   1.2371 |     40.349 |     4.4
  107 |   1.1807 |     38.963 |   1.2340 |     40.227 |     4.4
  108 |   1.1788 |     39.245 |   1.2338 |     40.656 |     4.5
  109 |   1.1779 |     39.136 |   1.2299 |     40.319 |     4.5
  110 |   1.1686 |     38.822 |   1.2328 |     40.227 |     4.6
  111 |   1.1688 |     38.936 |   1.2261 |     40.074 |     4.6
  112 |   1.1615 |     38.540 |   1.2218 |     40.196 |     4.6
  113 |   1.1597 |     38.735 |   1.2238 |     40.196 |     4.7
  114 |   1.1550 |     38.855 |   1.2215 |     40.227 |     4.7
  115 |   1.1525 |     38.519 |   1.2241 |     39.828 |     4.8
  116 |   1.1501 |     38.399 |   1.2195 |     39.951 |     4.8
  117 |   1.1461 |     38.399 |   1.2204 |     40.502 |     4.9
  118 |   1.1490 |     38.432 |   1.2178 |     40.012 |     4.9
  119 |   1.1424 |     38.150 |   1.2132 |     39.706 |     4.9
  120 |   1.1408 |     38.259 |   1.2130 |     39.706 |     5.0
  121 |   1.1402 |     37.988 |   1.2106 |     39.369 |     5.0
  122 |   1.1330 |     37.993 |   1.2094 |     39.951 |     5.1
  123 |   1.1303 |     38.064 |   1.2101 |     39.522 |     5.1
  124 |   1.1304 |     37.939 |   1.2087 |     40.043 |     5.1
  125 |   1.1239 |     37.793 |   1.2031 |     39.522 |     5.2
  126 |   1.1215 |     37.657 |   1.2097 |     40.012 |     5.2
  127 |   1.1181 |     37.397 |   1.2032 |     39.246 |     5.3
  128 |   1.1189 |     37.467 |   1.2032 |     39.767 |     5.3
  129 |   1.1134 |     37.175 |   1.2028 |     39.583 |     5.4
  130 |   1.1122 |     37.164 |   1.2012 |     39.859 |     5.4
  131 |   1.1071 |     37.327 |   1.1958 |     39.277 |     5.4
  132 |   1.1056 |     37.067 |   1.1938 |     39.430 |     5.5
  133 |   1.1043 |     37.045 |   1.1955 |     39.032 |     5.5
  134 |   1.1034 |     37.045 |   1.1936 |     39.062 |     5.6
  135 |   1.1034 |     37.077 |   1.1984 |     39.277 |     5.6
  136 |   1.0961 |     36.731 |   1.1984 |     39.491 |     5.7
  137 |   1.0928 |     36.606 |   1.1916 |     39.154 |     5.7
  138 |   1.0867 |     36.563 |   1.1889 |     39.706 |     5.7
  139 |   1.0878 |     36.416 |   1.1905 |     39.246 |     5.8
  140 |   1.0837 |     36.395 |   1.1886 |     39.461 |     5.8
  141 |   1.0799 |     36.286 |   1.1831 |     39.032 |     5.9
  142 |   1.0813 |     36.232 |   1.1842 |     39.400 |     5.9
  143 |   1.0774 |     36.313 |   1.1853 |     39.001 |     5.9
  144 |   1.0745 |     36.167 |   1.1864 |     38.817 |     6.0
  145 |   1.0672 |     36.053 |   1.1892 |     39.185 |     6.0
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 128
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 128
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 1,357,538

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.0848 |     81.068 |   2.5036 |     59.926 |     0.0
    2 |   2.2537 |     57.965 |   2.0831 |     55.882 |     0.1
    3 |   1.9736 |     53.338 |   1.8729 |     48.652 |     0.1
    4 |   1.7955 |     48.662 |   1.7144 |     48.346 |     0.2
    5 |   1.6650 |     48.347 |   1.6040 |     48.100 |     0.2
    6 |   1.5716 |     48.244 |   1.5287 |     46.293 |     0.3
    7 |   1.5029 |     45.909 |   1.4713 |     45.190 |     0.3
    8 |   1.4517 |     45.709 |   1.4323 |     44.914 |     0.3
    9 |   1.4136 |     45.302 |   1.4017 |     44.608 |     0.4
   10 |   1.3838 |     44.923 |   1.3801 |     44.700 |     0.4
   11 |   1.3589 |     44.593 |   1.3557 |     44.271 |     0.5
   12 |   1.3365 |     44.067 |   1.3433 |     43.382 |     0.5
   13 |   1.3161 |     43.514 |   1.3166 |     43.474 |     0.6
   14 |   1.2914 |     42.192 |   1.2949 |     42.310 |     0.6
   15 |   1.2694 |     41.249 |   1.2781 |     40.962 |     0.6
   16 |   1.2483 |     39.917 |   1.2617 |     40.196 |     0.7
   17 |   1.2263 |     39.191 |   1.2411 |     39.308 |     0.7
   18 |   1.2061 |     38.855 |   1.2241 |     38.143 |     0.8
   19 |   1.1882 |     37.977 |   1.2093 |     38.174 |     0.8
   20 |   1.1670 |     37.446 |   1.1965 |     38.051 |     0.9
   21 |   1.1468 |     36.763 |   1.1794 |     37.561 |     0.9
   22 |   1.1245 |     35.912 |   1.1653 |     37.408 |     0.9
   23 |   1.1039 |     35.143 |   1.1505 |     36.887 |     1.0
   24 |   1.0856 |     34.471 |   1.1383 |     36.397 |     1.0
   25 |   1.0675 |     33.772 |   1.1241 |     36.183 |     1.1
   26 |   1.0515 |     33.420 |   1.1156 |     35.907 |     1.1
   27 |   1.0323 |     32.743 |   1.1016 |     35.263 |     1.1
   28 |   1.0131 |     32.223 |   1.0877 |     34.773 |     1.2
   29 |   0.9977 |     31.410 |   1.0831 |     34.988 |     1.2
   30 |   0.9828 |     31.177 |   1.0675 |     34.528 |     1.3
   31 |   0.9628 |     30.256 |   1.0558 |     33.517 |     1.3
   32 |   0.9453 |     29.638 |   1.0475 |     33.670 |     1.4
   33 |   0.9283 |     28.934 |   1.0387 |     33.456 |     1.4
   34 |   0.9137 |     28.435 |   1.0252 |     32.935 |     1.4
   35 |   0.8968 |     27.541 |   1.0191 |     32.138 |     1.5
   36 |   0.8872 |     27.205 |   1.0105 |     32.537 |     1.5
   37 |   0.8665 |     26.604 |   1.0029 |     32.108 |     1.6
   38 |   0.8514 |     25.872 |   0.9949 |     32.016 |     1.6
   39 |   0.8404 |     25.569 |   0.9875 |     31.679 |     1.7
   40 |   0.8233 |     24.967 |   0.9778 |     31.281 |     1.7
   41 |   0.8134 |     24.442 |   0.9812 |     31.189 |     1.7
   42 |   0.7928 |     24.052 |   0.9616 |     30.729 |     1.8
   43 |   0.7820 |     23.586 |   0.9527 |     30.515 |     1.8
   44 |   0.7660 |     23.239 |   0.9517 |     30.208 |     1.9
   45 |   0.7534 |     22.724 |   0.9429 |     30.147 |     1.9
   46 |   0.7406 |     22.459 |   0.9470 |     29.779 |     2.0
   47 |   0.7327 |     22.025 |   0.9318 |     29.933 |     2.0
   48 |   0.7219 |     22.036 |   0.9249 |     29.473 |     2.0
   49 |   0.7025 |     21.245 |   0.9210 |     29.259 |     2.1
   50 |   0.6940 |     20.953 |   0.9168 |     28.585 |     2.1
   51 |   0.6813 |     20.611 |   0.9183 |     28.768 |     2.2
   52 |   0.6665 |     19.999 |   0.9077 |     28.799 |     2.2
   53 |   0.6552 |     19.582 |   0.9041 |     28.401 |     2.2
   54 |   0.6473 |     19.517 |   0.9144 |     28.094 |     2.3
   55 |   0.6348 |     18.997 |   0.9043 |     28.156 |     2.3
   56 |   0.6258 |     18.991 |   0.8987 |     27.543 |     2.4
   57 |   0.6143 |     18.444 |   0.8874 |     27.574 |     2.4
   58 |   0.6026 |     18.065 |   0.8881 |     27.696 |     2.5
   59 |   0.5909 |     17.729 |   0.8943 |     27.482 |     2.5
   60 |   0.5847 |     17.534 |   0.8869 |     26.961 |     2.5
   61 |   0.5733 |     17.181 |   0.8852 |     27.053 |     2.6
   62 |   0.5640 |     17.046 |   0.8916 |     27.267 |     2.6
   63 |   0.5576 |     16.818 |   0.9001 |     27.574 |     2.7
   64 |   0.5478 |     16.450 |   0.8815 |     27.114 |     2.7
   65 |   0.5360 |     16.081 |   0.8837 |     26.991 |     2.8
   66 |   0.5343 |     15.838 |   0.8842 |     26.440 |     2.8
   67 |   0.5228 |     15.751 |   0.8855 |     26.808 |     2.8
   68 |   0.5134 |     15.280 |   0.8830 |     26.317 |     2.9
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 64
Descriptors dimension: 1136
Decoder embedding dimension: 32
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 32
Decoder layers: 3
Dropout: 0.2
Trainable parameters: 1,013,858

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.8412 |     76.653 |   2.4053 |     58.824 |     0.0
    2 |   2.1823 |     57.499 |   1.9990 |     58.824 |     0.1
    3 |   1.8740 |     52.026 |   1.7326 |     48.346 |     0.1
    4 |   1.6516 |     47.648 |   1.5633 |     45.466 |     0.2
    5 |   1.5353 |     46.261 |   1.4947 |     45.466 |     0.2
    6 |   1.4850 |     46.343 |   1.4592 |     45.466 |     0.3
    7 |   1.4574 |     46.191 |   1.4395 |     45.987 |     0.3
    8 |   1.4393 |     46.435 |   1.4258 |     45.987 |     0.3
    9 |   1.4275 |     46.251 |   1.4156 |     45.466 |     0.4
   10 |   1.4185 |     46.223 |   1.4103 |     46.017 |     0.4
   11 |   1.4117 |     46.353 |   1.4043 |     45.833 |     0.5
   12 |   1.4061 |     46.256 |   1.4183 |     45.803 |     0.5
   13 |   1.4059 |     46.353 |   1.3963 |     45.466 |     0.5
   14 |   1.4030 |     46.240 |   1.3925 |     44.945 |     0.6
   15 |   1.3968 |     46.218 |   1.3894 |     45.833 |     0.6
   16 |   1.3959 |     46.175 |   1.3818 |     45.466 |     0.7
   17 |   1.3895 |     45.969 |   1.3796 |     45.221 |     0.7
   18 |   1.3869 |     45.920 |   1.3744 |     45.159 |     0.8
   19 |   1.3804 |     45.638 |   1.3635 |     45.037 |     0.8
   20 |   1.3727 |     45.286 |   1.3608 |     44.669 |     0.8
   21 |   1.3616 |     44.891 |   1.3507 |     43.873 |     0.9
   22 |   1.3543 |     44.847 |   1.3423 |     43.873 |     0.9
   23 |   1.3544 |     44.815 |   1.3395 |     43.719 |     1.0
   24 |   1.3480 |     44.766 |   1.3372 |     44.026 |     1.0
   25 |   1.3448 |     44.793 |   1.3289 |     43.689 |     1.1
   26 |   1.3368 |     44.620 |   1.3245 |     43.781 |     1.1
   27 |   1.3310 |     44.457 |   1.3223 |     43.536 |     1.1
   28 |   1.3262 |     44.479 |   1.3205 |     43.597 |     1.2
   29 |   1.3313 |     44.392 |   1.3266 |     44.026 |     1.2
   30 |   1.3235 |     44.257 |   1.3174 |     43.658 |     1.3
   31 |   1.3206 |     44.257 |   1.3161 |     43.352 |     1.3
   32 |   1.3205 |     44.116 |   1.3137 |     42.984 |     1.3
   33 |   1.3145 |     44.110 |   1.3049 |     42.984 |     1.4
   34 |   1.3079 |     43.574 |   1.3061 |     42.678 |     1.4
   35 |   1.3092 |     43.769 |   1.3060 |     43.413 |     1.5
   36 |   1.3025 |     43.455 |   1.2982 |     43.413 |     1.5
   37 |   1.2990 |     43.531 |   1.2933 |     42.616 |     1.6
   38 |   1.2965 |     43.314 |   1.2907 |     42.586 |     1.6
   39 |   1.2918 |     43.314 |   1.2893 |     42.678 |     1.6
   40 |   1.2868 |     43.189 |   1.2801 |     42.371 |     1.7
   41 |   1.2853 |     43.119 |   1.2817 |     42.433 |     1.7
   42 |   1.2850 |     43.195 |   1.2817 |     42.433 |     1.8
   43 |   1.2833 |     43.146 |   1.2778 |     42.433 |     1.8
   44 |   1.2769 |     43.016 |   1.2774 |     42.310 |     1.8
   45 |   1.2733 |     42.891 |   1.2740 |     42.402 |     1.9
   46 |   1.2682 |     42.620 |   1.2720 |     41.973 |     1.9
   47 |   1.2672 |     42.669 |   1.2700 |     41.912 |     2.0
   48 |   1.2660 |     42.712 |   1.2658 |     41.544 |     2.0
   49 |   1.2574 |     42.246 |   1.2605 |     41.605 |     2.1
   50 |   1.2528 |     41.927 |   1.2584 |     41.422 |     2.1
   51 |   1.2553 |     42.160 |   1.2612 |     40.962 |     2.1
   52 |   1.2514 |     42.160 |   1.2545 |     41.146 |     2.2
   53 |   1.2503 |     42.062 |   1.2469 |     40.472 |     2.2
   54 |   1.2428 |     41.883 |   1.2504 |     40.901 |     2.3
   55 |   1.2437 |     41.883 |   1.2428 |     40.993 |     2.3
   56 |   1.2457 |     41.612 |   1.2462 |     41.391 |     2.4
   57 |   1.2346 |     41.623 |   1.2419 |     41.207 |     2.4
   58 |   1.2342 |     41.553 |   1.2381 |     41.023 |     2.4
   59 |   1.2343 |     41.466 |   1.2415 |     40.686 |     2.5
   60 |   1.2280 |     41.374 |   1.2362 |     40.349 |     2.5
   61 |   1.2275 |     41.477 |   1.2335 |     40.625 |     2.6
   62 |   1.2270 |     41.266 |   1.2355 |     40.870 |     2.6
   63 |   1.2200 |     41.358 |   1.2316 |     40.901 |     2.6
   64 |   1.2153 |     40.935 |   1.2239 |     40.870 |     2.7
   65 |   1.2088 |     40.816 |   1.2213 |     40.349 |     2.7
   66 |   1.2107 |     40.773 |   1.2180 |     39.675 |     2.8
   67 |   1.2082 |     40.540 |   1.2114 |     39.645 |     2.8
   68 |   1.2066 |     40.653 |   1.2174 |     40.257 |     2.9
   69 |   1.1926 |     40.431 |   1.2140 |     39.583 |     2.9
   70 |   1.1995 |     40.355 |   1.2160 |     40.227 |     2.9
   71 |   1.1956 |     40.345 |   1.2160 |     39.706 |     3.0
   72 |   1.1823 |     39.857 |   1.2099 |     40.043 |     3.0
   73 |   1.1944 |     40.166 |   1.2216 |     40.227 |     3.1
   74 |   1.1926 |     40.166 |   1.2027 |     40.074 |     3.1
   75 |   1.1900 |     40.133 |   1.1934 |     39.185 |     3.1
   76 |   1.1825 |     39.857 |   1.2019 |     39.614 |     3.2
   77 |   1.1755 |     39.619 |   1.1900 |     39.246 |     3.2
   78 |   1.1742 |     39.559 |   1.1996 |     39.491 |     3.3
   79 |   1.1674 |     39.304 |   1.1974 |     39.185 |     3.3
   80 |   1.1648 |     39.364 |   1.2051 |     38.940 |     3.4
   81 |   1.1601 |     38.958 |   1.1973 |     38.603 |     3.4
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 47 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 32
Encoder hidden units: 128
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.1
Trainable parameters: 2,526,306

Training started
X_train.shape: torch.Size([3076, 702])
Y_train.shape: torch.Size([3076, 7])
X_dev.shape: torch.Size([544, 337])
Y_dev.shape: torch.Size([544, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5161 |     68.498 |   1.9892 |     58.793 |     0.1
    2 |   1.7722 |     49.967 |   1.5759 |     45.466 |     0.2
    3 |   1.5146 |     46.375 |   1.4516 |     45.466 |     0.3
    4 |   1.4393 |     46.240 |   1.4174 |     45.466 |     0.3
    5 |   1.4166 |     46.267 |   1.4032 |     45.466 |     0.4
    6 |   1.4053 |     46.245 |   1.3952 |     45.466 |     0.5
    7 |   1.4013 |     46.169 |   1.3930 |     45.466 |     0.6
    8 |   1.4003 |     46.256 |   1.3901 |     45.956 |     0.7
    9 |   1.3970 |     46.110 |   1.3892 |     45.803 |     0.8
   10 |   1.3909 |     45.822 |   1.3831 |     45.374 |     0.9
   11 |   1.3834 |     45.270 |   1.3702 |     44.822 |     0.9
   12 |   1.3701 |     45.048 |   1.3605 |     44.485 |     1.0
   13 |   1.3634 |     44.571 |   1.3473 |     43.750 |     1.1
   14 |   1.3476 |     44.197 |   1.3396 |     43.352 |     1.2
   15 |   1.3412 |     44.007 |   1.3322 |     43.873 |     1.3
   16 |   1.3280 |     44.137 |   1.3224 |     43.750 |     1.4
   17 |   1.3218 |     44.002 |   1.3097 |     43.321 |     1.5
   18 |   1.3094 |     43.736 |   1.3113 |     43.352 |     1.5
   19 |   1.3043 |     43.476 |   1.2983 |     42.525 |     1.6
   20 |   1.2937 |     43.119 |   1.2972 |     42.371 |     1.7
   21 |   1.2904 |     43.021 |   1.2921 |     42.157 |     1.8
   22 |   1.2818 |     42.907 |   1.2800 |     41.850 |     1.9
   23 |   1.2743 |     42.669 |   1.2829 |     42.616 |     2.0
   24 |   1.2734 |     42.897 |   1.2806 |     42.126 |     2.1
   25 |   1.2742 |     42.756 |   1.2686 |     42.341 |     2.1
   26 |   1.2718 |     42.414 |   1.2721 |     42.494 |     2.2
   27 |   1.2651 |     42.241 |   1.2570 |     42.004 |     2.3
   28 |   1.2541 |     42.035 |   1.2573 |     41.360 |     2.4
   29 |   1.2462 |     41.656 |   1.2555 |     41.085 |     2.5
   30 |   1.2448 |     41.618 |   1.2545 |     40.962 |     2.6
   31 |   1.2329 |     41.347 |   1.2470 |     41.146 |     2.7
   32 |   1.2321 |     40.989 |   1.2375 |     40.441 |     2.8
   33 |   1.2345 |     41.428 |   1.2385 |     41.667 |     2.8
   34 |   1.2230 |     41.174 |   1.2335 |     41.085 |     2.9
   35 |   1.2173 |     40.908 |   1.2211 |     40.472 |     3.0
   36 |   1.2065 |     40.502 |   1.2243 |     40.533 |     3.1
   37 |   1.2032 |     40.404 |   1.2423 |     40.441 |     3.2
   38 |   1.2112 |     40.572 |   1.2162 |     40.502 |     3.3
   39 |   1.1943 |     40.166 |   1.2111 |     40.074 |     3.4
   40 |   1.1962 |     40.215 |   1.2193 |     40.104 |     3.4
   41 |   1.1928 |     40.003 |   1.2116 |     39.767 |     3.5
   42 |   1.1860 |     39.754 |   1.2026 |     39.859 |     3.6
   43 |   1.1774 |     39.662 |   1.1964 |     39.400 |     3.7
   44 |   1.1703 |     39.537 |   1.1884 |     39.737 |     3.8
   45 |   1.1689 |     39.673 |   1.1876 |     39.277 |     3.9
   46 |   1.1630 |     39.001 |   1.1839 |     38.848 |     4.0
